Cell Type,Gradient:0,Gradient:1,Gradient:2,U:0,U:1,U:2,p,,WSS
9,-54.186,-0.0093568,0,0.091631,-0.0051384,0,1.6053,,54.18600081
9,-64.258,0.69216,0,0.093202,-0.0035884,0,1.5136,,64.26172772
9,-59.712,0.58369,0,0.092192,-0.0014991,0,1.3908,,59.71485274
9,-59.683,-0.83466,0,0.092217,0.0014607,0,1.3149,,59.68883603
9,-24.964,0.45376,0,0.079667,-0.0066275,3.58E-19,2.1144,,24.96812356
9,-27.834,0.39271,0,0.081651,-0.0072741,3.50E-19,2.0698,,27.83677024
9,-30.378,0.49239,0,0.083916,-0.0078108,0,2.0214,,30.38199026
9,-33.375,0.57296,0,0.086439,-0.0082323,3.32E-19,1.9684,,33.37991774
9,-36.838,0.71463,0,0.089186,-0.0085224,0,1.9099,,36.844931
9,-40.766,0.93549,0,0.092103,-0.0086349,6.17E-19,1.8453,,40.77673231
9,-45.145,1.2351,0,0.095104,-0.0084783,0,1.7737,,45.16189209
9,-50.183,1.6019,0,0.098039,-0.0079051,0,1.6944,,50.20856075
9,-54.007,1.719,0,0.10056,-0.0067169,0,1.6059,,54.03435028
9,-63.615,2.3431,0,0.10252,-0.0047064,0,1.514,,63.6581365
9,-83.027,10.176,0,0.11715,-0.0065383,0,1.451,,83.64827377
9,-82.777,-10.947,0,0.11715,0.0064019,3.91E-19,1.2523,,83.49771577
9,-24.61,7.6521,0,0.07348,-0.012807,0,2.1359,,25.77220857
9,-24.179,8.1864,0,0.07574,-0.014175,6.99E-19,2.0959,,25.52726358
9,-27.27,9.2091,0,0.07823,-0.015258,6.80E-19,2.0498,,28.78298843
9,-29.994,10.167,0,0.080807,-0.016113,0,1.9988,,31.67030036
9,-32.991,11.277,0,0.083523,-0.016795,0,1.9429,,34.86512312
9,-36.435,12.639,0,0.086467,-0.017299,1.24E-18,1.8812,,38.56492637
9,-40.474,14.286,0,0.089765,-0.017534,0,1.8128,,42.92125898
9,-45.038,16.351,0,0.093617,-0.017266,0,1.7365,,47.91426348
9,-54.918,17.009,0,0.098396,-0.016003,0,1.6515,,57.49167596
9,-49.627,20.778,0,0.10362,-0.012621,0,1.5419,,53.80115624
9,-91.075,12.682,0,0.11205,-0.0073654,4.65E-19,1.4714,,91.95373157
9,-90.766,-13.471,0,0.11204,0.0072279,-7.71E-19,1.2314,,91.7602016
9,-24.385,8.6798,0,0.065654,-0.012377,0,2.1424,,25.88372371
9,-23.384,9.2747,0,0.067811,-0.013712,-6.97E-19,2.1033,,25.15614271
9,-26.571,10.332,0,0.070141,-0.014751,0,2.0577,,28.50909092
9,-29.257,11.355,0,0.072501,-0.015569,0,2.0073,,31.38324512
9,-32.141,12.548,0,0.074954,-0.016233,-6.44E-19,1.9519,,34.50356771
9,-35.432,14.051,0,0.0776,-0.016757,-6.18E-19,1.891,,38.11636427
9,-18.067,-1.3822,0,0.055405,0.0029737,0,0.2936,,18.11979486
9,-17.825,-1.4275,0,0.055202,0.0028988,-1.37E-20,0.27108,,17.88206871
9,-17.575,-1.4597,0,0.054975,0.0028397,0,0.24886,,17.63551386
9,-17.321,-1.4808,0,0.054729,0.0027893,-7.14E-23,0.22695,,17.38418274
9,-17.064,-1.4929,0,0.054469,0.0027415,0,0.20536,,17.12918114
9,-16.804,-1.4967,0,0.054196,0.0026914,0,0.1841,,16.87052242
9,-16.537,-1.4914,0,0.05391,0.0026345,8.19E-21,0.16317,,16.60411524
9,-16.261,-1.4742,0,0.053609,0.0025664,0,0.14257,,16.32768773
9,-15.968,-1.4391,0,0.053292,0.0024826,6.12E-21,0.12233,,16.03271757
9,-15.658,-1.3756,0,0.052954,0.0023788,0,0.10247,,15.71830905
9,-15.32,-1.2675,0,0.052595,0.0022517,0,0.083015,,15.37234388
9,-14.874,-1.0802,0,0.052214,0.0021002,0,0.064013,,14.9131723
9,-14.477,-0.75506,0,0.051826,0.0019299,2.27E-21,0.045692,,14.49667702
9,-15.289,-0.38401,0,0.051442,0.0017653,0,0.027705,,15.29382178
9,-8.1112,-0.18044,0,0.050891,0.0016671,4.15E-22,0.0073609,,8.113206766
9,-8.1112,-0.18044,0,0.050891,0.0016671,4.15E-22,0.0073609,,8.113206766
9,-19.749,-1.5761,0,0.043993,0.0052062,2.43E-20,0.47511,,19.81179175
9,-17.283,-1.0346,0,0.04485,0.0043551,0,0.45385,,17.31393907
9,-18.069,-0.82346,0,0.045456,0.0037576,0,0.43191,,18.08775407
9,-18.677,-0.88992,0,0.045854,0.0033506,2.08E-20,0.4087,,18.69818939
9,-18.778,-1.0548,0,0.046064,0.0030739,0,0.38519,,18.80760184
9,-18.712,-1.2209,0,0.046139,0.0028844,1.84E-20,0.36167,,18.75178767
9,-18.557,-1.3593,0,0.046117,0.0027531,0,0.33827,,18.60671775
9,-18.345,-1.4658,0,0.046027,0.0026605,0,0.31511,,18.40346692
9,-18.103,-1.5442,0,0.045891,0.0025936,0,0.29222,,18.16874136
9,-17.848,-1.5993,0,0.045722,0.0025432,1.37E-20,0.26964,,17.91951072
9,-17.587,-1.6361,0,0.045531,0.0025027,1.25E-20,0.24738,,17.66293838
9,-17.325,-1.6599,0,0.045324,0.0024673,-2.28E-20,0.22545,,17.40433547
9,-17.062,-1.6749,0,0.045103,0.002433,-1.03E-20,0.20385,,17.14401161
9,-16.796,-1.6835,0,0.044869,0.0023962,0,0.18257,,16.8801596
9,-16.523,-1.6865,0,0.044622,0.0023536,-8.19E-21,0.16163,,16.60884738
9,-16.237,-1.6822,0,0.044359,0.0023018,0,0.14104,,16.3239078
9,-15.929,-1.666,0,0.044077,0.0022371,-6.12E-21,0.12081,,16.01588577
9,-15.592,-1.6274,0,0.04377,0.002155,0,0.101,,15.6766991
9,-15.21,-1.5468,0,0.043435,0.0020511,0,0.081629,,15.28844957
9,-14.676,-1.3826,0,0.043065,0.001922,0,0.062781,,14.74098229
9,-14.129,-1.0586,0,0.042675,0.0017681,-2.27E-21,0.044766,,14.16860173
9,-14.96,-0.61259,0,0.042278,0.0016064,0,0.027317,,14.97253708
9,-8.0005,-0.28701,0,0.041674,0.0014926,-4.15E-22,0.0072082,,8.005646444
9,-8.0005,-0.28701,0,0.041674,0.0014926,-4.15E-22,0.0072082,,8.005646444
9,-19.34,-0.085107,0,0.032765,0.0037228,0,0.47419,,19.34018726
9,-17.294,0.12605,0,0.033705,0.0031151,0,0.45337,,17.29445936
9,-18.262,-0.22989,0,0.034324,0.0027324,0,0.43142,,18.26344692
9,-18.906,-0.6762,0,0.034713,0.0024896,0,0.40798,,18.91808876
9,-18.97,-1.0661,0,0.034915,0.0023328,0,0.38422,,18.9999334
9,-18.851,-1.3596,0,0.03499,0.0022286,-1.84E-20,0.3605,,18.89996596
9,-18.652,-1.5639,0,0.03498,0.0021573,0,0.33694,,18.71744874
9,-18.407,-1.7022,0,0.034913,0.002107,0,0.31366,,18.48553851
9,-18.141,-1.7947,0,0.034808,0.0020699,0,0.29069,,18.22955921
9,-17.868,-1.8551,0,0.034677,0.0020412,0,0.26805,,17.96404242
9,-17.595,-1.8945,0,0.034528,0.0020174,-1.25E-20,0.24575,,17.69669899
9,-17.325,-1.9207,0,0.034367,0.0019957,9.26E-23,0.22379,,17.43114206
9,-17.057,-1.9384,0,0.034195,0.0019741,1.03E-20,0.20216,,17.16678897
9,-16.788,-1.9525,0,0.034012,0.0019505,0,0.18086,,16.90115973
9,-16.513,-1.9672,0,0.033818,0.0019229,8.01E-21,0.15991,,16.62976382
9,-16.224,-1.9846,0,0.033609,0.001889,0,0.1393,,16.34493234
9,-15.907,-2.003,0,0.033381,0.0018461,5.94E-21,0.11908,,16.03261233
9,-15.551,-2.0138,0,0.033128,0.0017906,0,0.099271,,15.68084792
9,-15.128,-1.9977,0,0.032841,0.0017181,0,0.079944,,15.25933122
9,-14.506,-1.9119,0,0.032514,0.0016234,0,0.061211,,14.63145234
9,-13.786,-1.6683,0,0.032152,0.0015026,0,0.043467,,13.886577
9,-14.492,-1.1759,0,0.031768,0.0013609,0,0.026576,,14.53962877
9,-7.7517,-0.669,0,0.031138,0.0012351,3.77E-22,0.0069734,,7.780515014
9,-7.7517,-0.669,0,0.031138,0.0012351,3.77E-22,0.0069734,,7.780515014
9,-19.27,2.6228,0,0.020501,0.0021081,2.44E-20,0.47563,,19.44767286
9,-18.037,1.8531,0,0.021317,0.0017939,0,0.45425,,18.13194277
9,-18.916,0.49846,0,0.021802,0.0016294,-2.20E-20,0.43151,,18.92256638
9,-19.377,-0.51631,0,0.022089,0.0015351,0,0.40742,,19.38387745
9,-19.293,-1.2033,0,0.02223,0.0014783,-1.95E-20,0.38317,,19.33048835
9,-19.06,-1.6649,0,0.022279,0.001442,0,0.3591,,19.13257672
9,-18.778,-1.969,0,0.02227,0.0014175,1.70E-20,0.33533,,18.88094926
9,-18.476,-2.1617,0,0.022223,0.0013995,0,0.3119,,18.60203007
9,-18.172,-2.2771,0,0.022151,0.0013851,-1.46E-20,0.28883,,18.31411391
9,-17.875,-2.3445,0,0.022064,0.0013729,1.34E-20,0.26613,,18.02809766
9,-17.589,-2.3851,0,0.021966,0.0013621,0,0.24379,,17.7499753
9,-17.311,-2.4108,0,0.02186,0.0013517,1.13E-20,0.22179,,17.47806275
9,-17.04,-2.4305,0,0.021748,0.0013409,1.00E-20,0.20014,,17.21246439
9,-16.773,-2.4519,0,0.021628,0.001329,-8.96E-21,0.17882,,16.95126375
9,-16.501,-2.4802,0,0.021501,0.0013151,-8.01E-21,0.15784,,16.6863535
9,-16.216,-2.5183,0,0.021363,0.0012978,6.85E-21,0.13719,,16.41037754
9,-15.904,-2.5704,0,0.02121,0.0012758,-5.94E-21,0.11691,,16.11037467
9,-15.546,-2.6398,0,0.021036,0.0012472,0,0.097053,,15.76853386
9,-15.101,-2.7182,0,0.020834,0.0012088,3.83E-21,0.077679,,15.34368966
9,-14.417,-2.7781,0,0.020592,0.0011561,-2.88E-21,0.058945,,14.68222492
9,-13.531,-2.7331,0,0.02031,0.0010833,0,0.041317,,13.80426733
9,-13.866,-2.2781,0,0.019989,0.00098409,1.16E-21,0.024845,,14.05189295
9,-7.2891,-1.5688,0,0.019392,0.00086448,-3.77E-22,0.0062517,,7.456011819
9,-7.2891,-1.5688,0,0.019392,0.00086448,-3.77E-22,0.0062517,,7.456011819
9,-19.372,2.1323,0,0.0072466,0.0006408,9.85E-23,0.48032,,19.48899914
9,-18.964,1.4022,0,0.0076194,0.00056429,0,0.4567,,19.01576874
9,-19.653,0.43163,0,0.007812,0.00053405,1.82E-20,0.43212,,19.65773928
9,-19.884,-0.23156,0,0.0079173,0.00051944,1.71E-20,0.40689,,19.88534828
9,-19.655,-0.65271,0,0.007963,0.00051178,1.61E-20,0.3819,,19.66583472
9,-19.326,-0.92969,0,0.0079746,0.00050741,0,0.35734,,19.34834875
9,-18.976,-1.1134,0,0.0079659,0.00050459,-1.41E-20,0.33323,,19.00863582
9,-18.622,-1.2289,0,0.0079445,0.00050209,0,0.30958,,18.66250463
9,-18.284,-1.295,0,0.0079154,0.00049943,1.21E-20,0.28639,,18.32980308
9,-17.968,-1.3317,0,0.0078815,0.00049676,-1.11E-20,0.26361,,18.01728195
9,-17.672,-1.3521,0,0.0078445,0.00049405,0,0.24122,,17.72364969
9,-17.389,-1.364,0,0.0078052,0.00049123,0,0.21919,,17.44241431
9,-17.118,-1.374,0,0.0077639,0.00048824,-8.37E-21,0.19751,,17.17305447
9,-16.855,-1.3868,0,0.0077204,0.00048492,7.47E-21,0.17616,,16.91195551
9,-16.589,-1.4042,0,0.0076738,0.00048104,0,0.15513,,16.6483242
9,-16.312,-1.4268,0,0.007623,0.00047617,-5.72E-21,0.13443,,16.37428173
9,-16.013,-1.4586,0,0.0075661,0.00046993,0,0.11408,,16.07929361
9,-15.67,-1.506,0,0.0075004,0.00046188,0,0.09412,,15.74220239
9,-15.233,-1.5701,0,0.007421,0.00045096,-3.20E-21,0.074603,,15.31370311
9,-14.535,-1.6432,0,0.0073201,0.00043527,2.41E-21,0.055706,,14.62758802
9,-13.549,-1.685,0,0.0071943,0.00041206,0,0.037917,,13.65337416
9,-13.443,-1.4815,0,0.0070363,0.00037535,-9.76E-22,0.021544,,13.52438876
9,-6.9097,-1.0808,0,0.0066528,0.00031793,0,0.0044758,,6.993717376
9,-6.9097,-1.0808,0,0.0066528,0.00031793,0,0.0044758,,6.993717376
9,-19.372,2.1323,0,0.0072466,0.0006408,9.85E-23,0.48032,,19.48899914
9,-18.964,1.4022,0,0.0076194,0.00056429,0,0.4567,,19.01576874
9,-19.653,0.43163,0,0.007812,0.00053405,1.82E-20,0.43212,,19.65773928
9,-19.884,-0.23156,0,0.0079173,0.00051944,1.71E-20,0.40689,,19.88534828
9,-19.655,-0.65271,0,0.007963,0.00051178,1.61E-20,0.3819,,19.66583472
9,-19.326,-0.92969,0,0.0079746,0.00050741,0,0.35734,,19.34834875
9,-18.976,-1.1134,0,0.0079659,0.00050459,-1.41E-20,0.33323,,19.00863582
9,-18.622,-1.2289,0,0.0079445,0.00050209,0,0.30958,,18.66250463
9,-18.284,-1.295,0,0.0079154,0.00049943,1.21E-20,0.28639,,18.32980308
9,-17.968,-1.3317,0,0.0078815,0.00049676,-1.11E-20,0.26361,,18.01728195
9,-17.672,-1.3521,0,0.0078445,0.00049405,0,0.24122,,17.72364969
9,-17.389,-1.364,0,0.0078052,0.00049123,0,0.21919,,17.44241431
9,-17.118,-1.374,0,0.0077639,0.00048824,-8.37E-21,0.19751,,17.17305447
9,-16.855,-1.3868,0,0.0077204,0.00048492,7.47E-21,0.17616,,16.91195551
9,-16.589,-1.4042,0,0.0076738,0.00048104,0,0.15513,,16.6483242
9,-16.312,-1.4268,0,0.007623,0.00047617,-5.72E-21,0.13443,,16.37428173
9,-16.013,-1.4586,0,0.0075661,0.00046993,0,0.11408,,16.07929361
9,-15.67,-1.506,0,0.0075004,0.00046188,0,0.09412,,15.74220239
9,-15.233,-1.5701,0,0.007421,0.00045096,-3.20E-21,0.074603,,15.31370311
9,-14.535,-1.6432,0,0.0073201,0.00043527,2.41E-21,0.055706,,14.62758802
9,-13.549,-1.685,0,0.0071943,0.00041206,0,0.037917,,13.65337416
9,-13.443,-1.4815,0,0.0070363,0.00037535,-9.76E-22,0.021544,,13.52438876
9,-6.9097,-1.0808,0,0.0066528,0.00031793,0,0.0044758,,6.993717376
9,-20.144,2.0026,0,0.0086718,5.03E-05,0,0.48103,,20.24329871
9,-19.835,1.7608,0,0.0085094,4.18E-05,0,0.45607,,19.91300182
9,-19.346,1.4986,0,0.0083755,3.56E-05,0,0.4317,,19.40395625
9,-18.911,1.2865,0,0.0082644,3.01E-05,0,0.40793,,18.95470926
9,-18.58,1.1156,0,0.0081742,2.54E-05,0,0.3846,,18.61346189
9,-18.31,0.97874,0,0.0081007,2.17E-05,9.55E-22,0.36162,,18.33614005
9,-18.079,0.87248,0,0.0080402,1.88E-05,0,0.33893,,18.1000404
9,-17.871,0.79041,0,0.0079893,1.65E-05,0,0.31651,,17.88847084
9,-17.676,0.72452,0,0.0079457,1.50E-05,7.78E-22,0.29432,,17.69084241
9,-17.489,0.67112,0,0.0079074,1.41E-05,0,0.27237,,17.50187199
9,-17.307,0.62875,0,0.0078731,1.34E-05,0,0.25064,,17.31841724
9,-17.125,0.5941,0,0.0078417,1.29E-05,0,0.22914,,17.13530215
9,-16.942,0.56419,0,0.0078126,1.25E-05,-5.49E-22,0.20786,,16.95139152
9,-16.761,0.53636,0,0.0077856,1.21E-05,4.94E-22,0.18681,,16.76957969
9,-16.585,0.50891,0,0.0077607,1.19E-05,0,0.16599,,16.5928061
9,-16.417,0.48311,0,0.0077379,1.16E-05,0,0.14537,,16.4241068
9,-16.259,0.46099,0,0.0077171,1.12E-05,3.31E-22,0.12496,,16.26553389
9,-16.109,0.44428,0,0.0076982,1.09E-05,2.77E-22,0.10475,,16.11512537
9,-15.96,0.4367,0,0.0076804,1.09E-05,0,0.084706,,15.96597341
9,-15.81,0.44237,0,0.0076626,1.16E-05,1.72E-22,0.064847,,15.81618763
9,-15.651,0.44306,0,0.0076408,1.41E-05,1.20E-22,0.045167,,15.65726998
9,-15.112,0.38144,0,0.0076012,2.13E-05,0,0.025732,,15.11681317
9,-7.3293,0.28083,0,0.0075427,3.19E-05,2.27E-23,0.0074986,,7.334678178
9,-17.921,0.56819,0,0.05576,0.00093158,0,0.29806,,17.93000504
9,-17.688,0.51243,0,0.055474,0.00087149,3.50E-21,0.27582,,17.69542112
9,-17.468,0.46509,0,0.055213,0.00082523,3.22E-21,0.25386,,17.47419047
9,-17.257,0.425,0,0.054974,0.00078837,0,0.23216,,17.26223259
9,-17.056,0.39151,0,0.054752,0.00075719,2.67E-21,0.21073,,17.06049284
9,-16.862,0.36403,0,0.054544,0.0007289,2.40E-21,0.18954,,16.86592902
9,-16.675,0.3416,0,0.05435,0.00070159,2.13E-21,0.16859,,16.6784986
9,-16.498,0.3235,0,0.054171,0.00067436,1.87E-21,0.14786,,16.50117136
9,-16.33,0.30862,0,0.054006,0.00064737,1.61E-21,0.12735,,16.33291604
9,-16.172,0.29451,0,0.053857,0.00062205,1.35E-21,0.10704,,16.17468145
9,-16.019,0.2774,0,0.053723,0.00060103,2.19E-21,0.086926,,16.02140168
9,-15.889,0.25115,0,0.053605,0.00058785,0,0.067001,,15.89098478
9,-15.879,0.20134,0,0.053503,0.00058616,5.94E-22,0.047204,,15.88027641
9,-15.595,0.11447,0,0.0534,0.00059722,3.43E-22,0.027296,,15.59542011
9,-7.6345,0.030523,0,0.053323,0.0006131,1.17E-22,0.00821,,7.634561016
9,-20.657,0.7313,0,0.0689,0.0035183,-6.27E-21,0.49201,,20.6699407
9,-20.777,0.68678,0,0.067821,0.0030462,-5.93E-21,0.46566,,20.7883476
9,-20.155,0.67092,0,0.066908,0.0026301,0,0.44005,,20.16616371
9,-19.597,0.63862,0,0.066139,0.0022759,-5.28E-21,0.41527,,19.6074028
9,-19.174,0.59292,0,0.065495,0.0019829,-4.97E-21,0.39106,,19.18316528
9,-18.813,0.54133,0,0.064952,0.001747,0,0.36734,,18.82078657
9,-18.497,0.4878,0,0.064486,0.0015614,-4.37E-21,0.34404,,18.50343097
9,-18.215,0.43511,0,0.064081,0.0014181,-4.07E-21,0.32111,,18.22019609
9,-17.959,0.38556,0,0.063723,0.0013088,0,0.29851,,17.9631383
9,-17.72,0.34094,0,0.063399,0.0012256,-3.50E-21,0.27622,,17.72327961
9,-17.495,0.30199,0,0.063103,0.0011613,-3.22E-21,0.25422,,17.49760621
9,-17.28,0.26875,0,0.062827,0.0011099,0,0.2325,,17.28208976
9,-17.074,0.2413,0,0.06257,0.0010662,-2.67E-21,0.21103,,17.07570501
9,-16.876,0.21956,0,0.062328,0.0010264,-2.40E-21,0.18982,,16.8774282
9,-16.686,0.20333,0,0.062101,0.00098778,-2.13E-21,0.16885,,16.68723881
9,-16.505,0.192,0,0.06189,0.00094881,-1.87E-21,0.14811,,16.50611671
9,-16.335,0.18475,0,0.061695,0.00090937,-1.61E-21,0.12759,,16.33604473
9,-16.178,0.17992,0,0.061518,0.00087079,-1.35E-21,0.10728,,16.17900044
9,-16.028,0.17438,0,0.06136,0.00083583,-1.09E-21,0.087149,,16.02894857
9,-15.906,0.16435,0,0.061223,0.00080836,0,0.067207,,15.90684906
9,-15.917,0.14096,0,0.061107,0.0007925,-5.94E-22,0.047381,,15.91762415
9,-15.671,0.081226,0,0.060994,0.00079131,-3.43E-22,0.027403,,15.6712105
9,-7.6828,0.0079188,0,0.060907,0.00080157,-1.17E-22,0.008198,,7.682804081
9,-20.705,0.17863,0,0.075395,0.0045276,0,0.49236,,20.70577054
9,-20.737,0.18287,0,0.074298,0.003923,0,0.46606,,20.73780631
9,-20.134,0.25749,0,0.07337,0.003389,0,0.44048,,20.13564643
9,-19.6,0.29497,0,0.072588,0.0029354,0,0.4157,,19.60221945
9,-19.189,0.30055,0,0.07193,0.0025613,0,0.39147,,19.19135356
9,-18.835,0.28773,0,0.07137,0.0022607,0,0.36772,,18.8371976
9,-18.523,0.26293,0,0.070886,0.0020247,0,0.34439,,18.52486602
9,-18.243,0.23118,0,0.070459,0.0018427,0,0.32142,,18.24446473
9,-17.986,0.19675,0,0.070077,0.0017039,0,0.29879,,17.9870761
9,-17.745,0.16318,0,0.069728,0.0015981,0,0.27646,,17.74575027
9,-17.516,0.13241,0,0.069405,0.0015162,0,0.25443,,17.51650046
9,-17.298,0.10595,0,0.069101,0.0014504,0,0.23267,,17.29832447
9,-17.088,0.084841,0,0.068815,0.0013943,0,0.21119,,17.08821061
9,-16.885,0.069245,0,0.068544,0.0013428,0,0.18996,,16.88514199
9,-16.691,0.059476,0,0.068288,0.0012924,0,0.16897,,16.69110597
9,-16.506,0.055736,0,0.068048,0.0012408,0,0.14823,,16.5060941
9,-16.333,0.057688,0,0.067825,0.0011876,-3.22E-21,0.12771,,16.33310188
9,-16.174,0.06419,0,0.067621,0.0011338,0,0.1074,,16.17412738
9,-16.025,0.073166,0,0.067439,0.0010823,0,0.087271,,16.02516703
9,-15.905,0.083394,0,0.067281,0.0010372,0,0.067329,,15.90521863
9,-15.928,0.090342,0,0.067148,0.0010037,-1.19E-21,0.047499,,15.9282562
9,-15.732,0.057667,0,0.067021,0.00098767,0,0.027494,,15.73210569
9,-7.7326,-0.0088716,0,0.066917,0.00099149,-2.32E-22,0.0081651,,7.732605089
9,-20.752,-0.35325,0,0.08002,0.0055063,0,0.49217,,20.75500637
9,-20.624,-0.29944,0,0.07896,0.0047706,0,0.466,,20.62617367
9,-20.053,-0.13709,0,0.078066,0.0041215,0,0.44055,,20.05346859
9,-19.56,-0.033476,0,0.077312,0.0035724,0,0.41582,,19.56002865
9,-19.171,0.019649,0,0.076673,0.0031214,0,0.39162,,19.17101007
9,-18.833,0.04208,0,0.076124,0.0027606,0,0.36788,,18.83304701
9,-18.532,0.042675,0,0.075644,0.0024783,0,0.34453,,18.53204914
9,-18.258,0.029247,0,0.075214,0.0022613,0,0.32154,,18.25802342
9,-18.003,0.0082469,0,0.074823,0.0020961,0,0.29888,,18.00300189
9,-17.762,-0.015647,0,0.07446,0.0019702,0,0.27653,,17.76200689
9,-17.532,-0.038915,0,0.074119,0.0018726,0,0.25447,,17.53204319
9,-17.31,-0.059208,0,0.073795,0.001794,0,0.23269,,17.31010126
9,-17.096,-0.074899,0,0.073486,0.0017265,0,0.21119,,17.09616407
9,-16.889,-0.084714,0,0.073191,0.0016641,0,0.18995,,16.88921246
9,-16.69,-0.087854,0,0.07291,0.0016023,0,0.16896,,16.69023122
9,-16.5,-0.083616,0,0.072644,0.0015382,0,0.14821,,16.50021187
9,-8.0377,-0.054117,0,0.073358,0.0017345,0,0.0078071,,8.03788218
9,-20.767,-2.3378,0,0.076057,0.0081151,0,0.48438,,20.89817212
9,-19.049,-1.9709,0,0.075897,0.0069482,0,0.46022,,19.15068792
9,-18.926,-1.4533,0,0.075768,0.0059675,0,0.43652,,18.98171638
9,-18.916,-1.1429,0,0.075642,0.0051862,0,0.41274,,18.95049541
9,-18.784,-0.98208,0,0.075487,0.004582,0,0.38912,,18.80965542
9,-18.624,-0.9023,0,0.075298,0.0041246,0,0.36569,,18.64584461
9,-18.442,-0.87194,0,0.075075,0.0037837,-1.74E-20,0.34247,,18.46260121
9,-18.238,-0.86965,0,0.074822,0.0035318,0,0.3195,,18.25872217
9,-18.018,-0.88095,0,0.074545,0.0033456,0,0.2968,,18.03952319
9,-17.79,-0.89668,0,0.074249,0.0032061,0,0.27437,,17.81258361
9,-17.556,-0.91146,0,0.073939,0.0030978,0,0.25223,,17.57964435
9,-17.32,-0.92205,0,0.073619,0.0030086,0,0.23038,,17.34452583
9,-17.083,-0.92588,0,0.073292,0.0029286,1.05E-20,0.20883,,17.10807244
9,-16.845,-0.92096,0,0.072959,0.0028496,0,0.18758,,16.87015686
9,-16.607,-0.90479,0,0.072622,0.0027649,0,0.16663,,16.63162932
9,-16.37,-0.87367,0,0.072282,0.0026693,-7.33E-21,0.14597,,16.39329739
9,-16.133,-0.82291,0,0.07194,0.0025586,0,0.12561,,16.15397381
9,-15.902,-0.74645,0,0.0716,0.0024305,0,0.10555,,15.91950978
9,-15.675,-0.63726,0,0.071264,0.0022859,4.29E-21,0.085774,,15.68794841
9,-15.423,-0.47937,0,0.070937,0.00213,0,0.066289,,15.43044797
9,-15.31,-0.25234,0,0.070633,0.001975,2.36E-21,0.047153,,15.3120794
9,-15.764,-0.077229,0,0.070345,0.0018486,0,0.027963,,15.76418917
9,-8.0943,-0.067354,0,0.069981,0.0017949,4.36E-22,0.0077108,,8.094580227
9,-8.0943,-0.067354,0,0.069981,0.0017949,4.36E-22,0.0077108,,8.094580227
9,-20.645,-2.4739,0,0.070202,0.0078754,2.45E-20,0.48189,,20.79269598
9,-18.573,-2.0298,0,0.070318,0.0067088,0,0.4584,,18.68358684
9,-18.626,-1.4895,0,0.070411,0.0057524,0,0.43522,,18.6854619
9,-18.769,-1.1954,0,0.070457,0.0050096,2.09E-20,0.41168,,18.80702906
9,-18.711,-1.0646,0,0.070429,0.0044483,0,0.38818,,18.74126181
9,-18.593,-1.0146,0,0.070332,0.0040317,0,0.36481,,18.62066224
9,-18.435,-1.0089,0,0.070176,0.0037263,3.47E-20,0.3416,,18.46258661
9,-18.242,-1.0247,0,0.069973,0.0035034,0,0.31862,,18.27075735
9,-18.026,-1.0482,0,0.069734,0.00334,0,0.29589,,18.05645035
9,-17.797,-1.0718,0,0.069467,0.0032181,0,0.27344,,17.82924463
9,-17.56,-1.0915,0,0.069181,0.0031233,0,0.25128,,17.5938902
9,-17.319,-1.1051,0,0.06888,0.0030445,1.16E-20,0.22942,,17.35422159
9,-17.075,-1.1111,0,0.068568,0.0029728,-5.38E-23,0.20786,,17.11111242
9,-16.83,-1.1079,0,0.068246,0.0029007,0,0.18661,,16.86642649
9,-16.582,-1.0928,0,0.067916,0.002822,-8.33E-21,0.16566,,16.61797027
9,-27.206,6.5984,0,0.026513,0.00050203,0,0.62652,,27.99473734
9,-24.437,5.76,0,0.025869,0.00046125,-1.26E-20,0.58335,,25.10666384
9,-22.038,4.8889,0,0.025463,0.00039769,1.16E-20,0.54535,,22.57376325
9,-24.222,4.0286,0,0.024944,0.00038166,0,0.51012,,24.55473278
9,-65.682,4.2568,0,0.051596,0.00090678,0,1.1898,,65.81979543
9,-55.616,5.7642,0,0.050891,0.001264,4.53E-20,1.0953,,55.91391113
9,-51.293,6.8205,0,0.049848,0.0015067,1.25E-19,1.0054,,51.74447864
9,-45.865,7.0433,0,0.048458,0.0016235,0,0.92518,,46.40265402
9,-41.106,6.882,0,0.046958,0.0016561,3.62E-20,0.85335,,41.67811368
9,-36.906,6.4618,0,0.045464,0.0016337,0,0.78897,,37.46742179
9,-40.474,14.286,0,0.089765,-0.017534,0,1.8128,,42.92125898
9,-45.038,16.351,0,0.093617,-0.017266,0,1.7365,,47.91426348
9,-54.918,17.009,0,0.098396,-0.016003,0,1.6515,,57.49167596
9,-49.627,20.778,0,0.10362,-0.012621,0,1.5419,,53.80115624
9,-91.075,12.682,0,0.11205,-0.0073654,4.65E-19,1.4714,,91.95373157
9,-90.766,-13.471,0,0.11204,0.0072279,-7.71E-19,1.2314,,91.7602016
9,-24.385,8.6798,0,0.065654,-0.012377,0,2.1424,,25.88372371
9,-23.384,9.2747,0,0.067811,-0.013712,-6.97E-19,2.1033,,25.15614271
9,-26.571,10.332,0,0.070141,-0.014751,0,2.0577,,28.50909092
9,-29.257,11.355,0,0.072501,-0.015569,0,2.0073,,31.38324512
9,-32.141,12.548,0,0.074954,-0.016233,-6.44E-19,1.9519,,34.50356771
