Cell Type,Gradient:0,Gradient:1,Gradient:2,U:0,U:1,U:2,p,,WSS
9,-7.3293,0.28083,0,0.0075427,3.19E-05,2.27E-23,0.0074986,,7.334678178
9,-20.326,3.5186,0,0.024327,0.00031647,0,0.48476,,20.62830148
9,-20.128,3.1199,0,0.023876,0.00026911,0,0.45926,,20.36836174
9,-19.587,2.6616,0,0.023502,0.00023072,0,0.43442,,19.76700998
9,-19.106,2.2885,0,0.02319,0.00019751,0,0.41027,,19.24256917
9,-18.741,1.9843,0,0.022935,0.00017008,0,0.38664,,18.84575622
9,-18.439,1.7361,0,0.022724,0.00014816,-1.15E-21,0.36342,,18.52054978
9,-18.18,1.5387,0,0.02255,0.00013105,0,0.34055,,18.24499925
9,-17.952,1.3835,0,0.022402,0.00011801,0,0.31798,,18.00523191
9,-17.741,1.2602,0,0.022275,0.00010846,-9.36E-22,0.29568,,17.7857017
9,-17.542,1.1621,0,0.022163,0.00010153,0,0.27363,,17.58045052
9,-17.349,1.0844,0,0.022063,9.64E-05,0,0.25183,,17.3828572
9,-17.16,1.0214,0,0.021972,9.23E-05,0,0.23027,,17.19037108
9,-16.973,0.9681,0,0.021888,8.89E-05,6.59E-22,0.20894,,17.00058665
9,-16.791,0.92029,0,0.02181,8.58E-05,-5.92E-22,0.18784,,16.81620096
9,-16.614,0.87576,0,0.021738,8.29E-05,0,0.16697,,16.63706559
9,-16.443,0.8347,0,0.021672,8.00E-05,0,0.14631,,16.46417241
9,-16.281,0.79837,0,0.021612,7.71E-05,-3.95E-22,0.12586,,16.30056305
9,-16.126,0.76848,0,0.021556,7.49E-05,-3.31E-22,0.10561,,16.14430047
9,-15.968,0.74841,0,0.021504,7.41E-05,0,0.085556,,15.98552913
9,-15.808,0.73851,0,0.021454,7.63E-05,-2.05E-22,0.065711,,15.82524126
9,-15.68,0.70564,0,0.021401,8.45E-05,-1.43E-22,0.046076,,15.69586977
9,-15.238,0.57359,0,0.021327,0.00010292,0,0.026558,,15.24879174
9,-7.424,0.39842,0,0.021247,0.00012584,-8.51E-23,0.0079706,,7.434683214
9,-20.284,1.2958,0,0.082027,-0.0061341,0,2.2591,,20.32534757
9,-18.772,2.1514,0,0.083043,-0.0078923,0,2.205,,18.89488042
9,-24.339,3.8763,0,0.084829,-0.010401,-3.68E-19,2.1647,,24.64574249
9,1.1264,13.68,0,0.053737,-0.0058868,-1.55E-19,2.6327,,13.72629509
9,1.1264,13.68,0,0.053737,-0.0058868,-1.55E-19,2.6327,,13.72629509
9,-4.5028,8.2343,0,0.061823,-0.0068708,4.85E-19,2.6373,,9.385036192
9,-12.812,4.1107,0,0.068546,-0.0058517,0,2.6105,,13.45530373
9,-15.574,2.3189,0,0.07263,-0.004566,0,2.5731,,15.74569062
9,-16.607,1.3441,0,0.074885,-0.0037675,0,2.5326,,16.66130408
9,-17.287,0.96937,0,0.076239,-0.0033958,0,2.4899,,17.31415742
9,-17.75,0.82339,0,0.077158,-0.0033275,0,2.4461,,17.76908751
9,-18.171,0.79867,0,0.077884,-0.0035118,-2.95E-19,2.4011,,18.1885435
9,-18.677,0.85844,0,0.078526,-0.0039898,-2.89E-19,2.3551,,18.69671758
9,-18.775,1.2247,0,0.079081,-0.0048695,0,2.3075,,18.81490141
9,-20.283,1.5426,0,0.079805,-0.0063772,-2.78E-19,2.2609,,20.34157574
9,-18.055,2.5922,0,0.080231,-0.0082373,-2.69E-19,2.2058,,18.24013503
9,-23.199,4.6789,0,0.081809,-0.010986,0,2.17,,23.66612994
9,-1.1338,22.312,0,0.053891,-0.0089547,0,2.6536,,22.34078885
9,-1.1338,22.312,0,0.053891,-0.0089547,0,2.6536,,22.34078885
9,-7.5499,13.024,0,0.061577,-0.0097368,-3.23E-19,2.6453,,15.05408802
9,-13.845,6.0866,0,0.067046,-0.007741,-3.21E-19,2.6155,,15.12384622
9,-16.235,3.2381,0,0.07034,-0.0055978,-3.16E-19,2.5754,,16.55477323
9,-33.258,5.9126,0,0.044048,0.0015752,0,0.73107,,33.77948198
9,-30.142,5.3031,0,0.042753,0.0014921,0,0.67877,,30.60495113
9,-27.555,4.6508,0,0.041607,0.001391,0,0.63118,,27.94473055
9,-24.691,4.0933,0,0.040608,0.0012746,2.49E-20,0.58741,,25.02799604
9,-22.451,3.5203,0,0.039949,0.0011265,-2.30E-20,0.54933,,22.72531437
9,-24.664,2.9156,0,0.039145,0.0010204,0,0.51291,,24.83573271
9,-65.168,2.3059,0,0.0678,0.0016557,0,1.1914,,65.20878314
9,-54.927,3.3831,0,0.066854,0.0023593,2.01E-22,1.0984,,55.03108844
9,-50.992,4.2187,0,0.065457,0.0028098,-1.67E-19,1.0091,,51.16621438
9,-45.718,4.5104,0,0.063632,0.0030311,0,0.92919,,45.93995246
9,-41.1,4.5156,0,0.061676,0.0030951,2.83E-22,0.85743,,41.34731725
9,-36.989,4.314,0,0.059731,0.0030558,0,0.79295,,37.23971961
9,-33.396,3.9926,0,0.057887,0.0029493,0,0.73484,,33.63381737
9,-30.318,3.6057,0,0.056199,0.0027959,0,0.68227,,30.53165892
9,-27.768,3.1837,0,0.054701,0.0026068,0,0.63436,,27.94991538
9,-24.832,2.8049,0,0.053395,0.0023864,-5.02E-20,0.5902,,24.98991172
9,-22.709,2.4131,0,0.052498,0.0021341,4.65E-20,0.55206,,22.83685032
9,-24.95,2.0386,0,0.05146,0.0018906,0,0.51484,,25.03314583
9,-64.715,0.69413,0,0.081671,0.0025526,9.68E-20,1.1921,,64.7187225
9,-54.414,1.5679,0,0.080447,0.0036676,-9.02E-20,1.1001,,54.43658426
9,-50.684,2.1902,0,0.078693,0.0043597,8.36E-20,1.0113,,50.73130032
9,-45.521,2.5295,0,0.076472,0.0047009,0,0.93172,,45.59122516
9,-41.009,2.6571,0,0.074118,0.0047999,1.67E-22,0.86009,,41.09499071
9,-36.974,2.6192,0,0.07179,0.0047398,0,0.7956,,37.06665462
9,-33.436,2.472,0,0.069585,0.0045761,0,0.73739,,33.52725578
9,-30.395,2.258,0,0.067565,0.0043396,5.81E-20,0.68465,,30.47875636
9,-27.867,2.0205,0,0.065766,0.0040459,5.41E-20,0.63653,,27.94015228
9,-24.924,1.7664,0,0.064195,0.0037023,1.00E-19,0.59215,,24.98651526
9,-22.838,1.5165,0,0.063075,0.0033289,-4.64E-20,0.55384,,22.88829431
9,-25.077,1.3637,0,0.061854,0.0029169,0,0.51628,,25.11405198
9,-64.189,-0.91768,0,0.093255,0.003568,-9.67E-20,1.1922,,64.19555948
9,-54.056,-0.16797,0,0.091702,0.0051333,1.80E-19,1.1006,,54.05626097
9,-50.351,0.2327,0,0.089577,0.0060826,1.67E-19,1.0121,,50.35153772
9,-45.262,0.61069,0,0.086988,0.0065473,0,0.93288,,45.26611963
9,-40.83,0.84707,0,0.084285,0.0066786,7.22E-20,0.86141,,40.83878582
9,-36.86,0.95766,0,0.081634,0.0065924,0,0.79699,,36.87243839
9,-33.374,0.9735,0,0.079131,0.0063642,0,0.73877,,33.38819519
9,-30.371,0.92477,0,0.076835,0.0060356,-5.80E-20,0.68596,,30.38507595
9,-27.851,0.86656,0,0.074784,0.0056261,-5.40E-20,0.63773,,27.86447787
9,-24.975,0.7297,0,0.072991,0.0051462,-5.02E-20,0.59329,,24.98565763
9,1.1431,-0.022333,0,0.0060051,0.0008209,0,0.50508,,1.143318142
9,-67.124,3.6197,0,0.011883,6.84E-05,0,1.1826,,67.22152634
9,-57.106,4.976,0,0.011679,7.91E-05,1.70E-20,1.0832,,57.32238491
9,-51.738,5.7736,0,0.011431,9.14E-05,-1.59E-20,0.99142,,52.05915002
9,-45.838,5.9209,0,0.011093,9.63E-05,0,0.91044,,46.21881977
9,-40.748,5.722,0,0.010732,9.66E-05,1.38E-20,0.83868,,41.14779202
9,-36.362,5.3389,0,0.010376,9.39E-05,0,0.77485,,36.7518557
9,-32.617,4.8678,0,0.01004,8.94E-05,0,0.71781,,32.97823776
9,-29.447,4.3627,0,0.0097355,8.36E-05,0,0.66652,,29.7684222
9,-26.791,3.8361,0,0.009467,7.73E-05,0,0.62006,,27.06424476
9,-24.09,3.3329,0,0.0092295,7.16E-05,-9.89E-21,0.57767,,24.31946386
9,-21.581,2.8025,0,0.0090928,5.82E-05,9.22E-21,0.54017,,21.76220502
9,-23.805,2.3051,0,0.008906,6.57E-05,0,0.50626,,23.91634401
9,-66.437,6.3099,0,0.032991,0.00035517,0,1.1869,,66.73597086
9,-56.476,8.5704,0,0.032516,0.00046779,2.26E-20,1.0901,,57.12259038
9,-51.6,9.9554,0,0.031847,0.00055476,-2.10E-20,0.99954,,52.55159359
9,-45.94,10.195,0,0.030945,0.00059459,0,0.919,,47.05764152
9,-41.002,9.8659,0,0.029972,0.00060417,1.80E-20,0.84718,,42.17226561
9,-36.697,9.2082,0,0.029003,0.00059404,0,0.78304,,37.83465021
9,-32.99,8.3951,0,0.028087,0.000571,0,0.72549,,34.04141307
9,-17.743,0.22598,0,0.077274,-0.0023076,0,2.4446,,17.74443902
9,-18.221,0.24529,0,0.078124,-0.0026291,1.47E-19,2.3996,,18.22265096
9,-18.781,0.27302,0,0.079007,-0.0031119,1.44E-19,2.3534,,18.78298435
9,-19.385,0.48314,0,0.080037,-0.003883,0,2.3056,,19.39101981
9,-20.254,0.62603,0,0.081404,-0.0051054,0,2.2564,,20.26367266
9,-19.828,1.113,0,0.083304,-0.0065479,-1.34E-19,2.2043,,19.8592133
9,-26.045,2.1718,0,0.085344,-0.0084794,-3.69E-19,2.1569,,26.13539248
9,2.2006,-1.9848,0,0.053661,0.00017285,0,2.6193,,2.963455989
9,2.2006,-1.9848,0,0.053661,0.00017285,0,2.6193,,2.963455989
9,-2.9067,-1.1129,0,0.061908,-0.0004601,-1.61E-19,2.6319,,3.112467076
9,-12.354,-0.26187,0,0.069313,-0.0013021,-8.50E-24,2.6067,,12.35677514
9,-61.952,2.4856,0,0.10964,-0.0027052,-2.23E-19,1.3969,,62.00184281
9,-61.892,-2.9123,0,0.10967,0.0026352,2.09E-19,1.3084,,61.96048059
9,-24.986,2.5825,0,0.087265,-0.0094838,0,2.1164,,25.11910632
9,-27.25,2.706,0,0.089501,-0.010426,-3.50E-19,2.0726,,27.38402702
9,-29.88,3.1324,0,0.092049,-0.011204,-3.41E-19,2.0244,,30.04374028
9,-32.805,3.5079,0,0.094856,-0.011818,0,1.9716,,32.99202006
9,-36.169,3.9525,0,0.097907,-0.012255,0,1.9135,,36.38432104
9,-40.008,4.4729,0,0.10118,-0.012461,0,1.8493,,40.25725895
9,-44.34,5.0297,0,0.10463,-0.012312,0,1.7782,,44.62435974
9,-49.363,5.5763,0,0.10817,-0.011596,0,1.6993,,49.67696539
9,-54.073,5.3584,0,0.11152,-0.010002,-2.63E-19,1.6113,,54.3378485
9,-61.72,6.0627,0,0.11442,-0.0071262,-2.44E-19,1.517,,62.01705194
9,-64.186,3.6062,0,0.11532,-0.0033903,-2.24E-19,1.4028,,64.28722482
9,-64.102,-4.1163,0,0.11534,0.0033033,0,1.3022,,64.23402782
9,-24.97,3.6188,0,0.088146,-0.010707,0,2.1187,,25.23086628
9,-26.805,3.8284,0,0.090455,-0.011784,3.49E-19,2.0754,,27.07701371
9,-29.503,4.4076,0,0.093081,-0.01267,0,2.0274,,29.83041982
9,-32.389,4.9252,0,0.095951,-0.01337,0,1.9749,,32.76133264
9,-35.701,5.5163,0,0.099063,-0.013881,0,1.9171,,36.12465871
9,-39.493,6.195,0,0.10242,-0.014147,-3.08E-19,1.8533,,39.97593118
9,-43.811,6.9177,0,0.106,-0.014037,0,1.7825,,44.35378557
9,-48.831,7.6291,0,0.10978,-0.013311,-2.80E-19,1.7039,,49.42337228
9,-54.267,7.3359,0,0.11355,-0.011601,2.62E-19,1.616,,54.76059457
9,-60.342,8.2313,0,0.11697,-0.0083726,0,1.5196,,60.90083139
9,-67.279,4.8776,0,0.11894,-0.0041228,2.23E-19,1.4108,,67.45557666
9,-67.162,-5.4794,0,0.11897,0.0040193,0,1.2939,,67.38514724
9,-24.933,4.6378,0,0.087142,-0.011707,3.57E-19,2.1217,,25.36067187
9,-26.266,4.9326,0,0.08949,-0.012902,0,2.0791,,26.72514357
9,-29.047,5.6522,0,0.092151,-0.013879,0,2.0315,,29.59181599
9,-31.893,6.3002,0,0.095031,-0.014653,0,1.9793,,32.50932126
9,-39.755,-4.5144,0,0.10126,0.012468,-1.43E-19,0.85733,,40.01049653
9,-35.94,-3.9388,0,0.097987,0.012253,0,0.79355,,36.15518974
9,-32.604,-3.4474,0,0.09494,0.011804,1.23E-19,0.73581,,32.78574969
9,-29.715,-3.0254,0,0.092139,0.011184,0,0.68336,,29.86861681
9,-27.13,-2.5693,0,0.089599,0.010412,0,0.63543,,27.251389
9,-24.914,-2.3735,0,0.087368,0.0094987,9.99E-20,0.59178,,25.0268036
9,-21.97,-2.0605,0,0.085455,0.0085424,-9.22E-20,0.55137,,22.06641249
9,-23.88,-1.259,0,0.083989,0.0073406,0,0.51757,,23.91316543
9,-60.114,-8.7313,0,0.11703,0.0083158,1.90E-19,1.1851,,60.74478246
9,-53.951,-7.6898,0,0.11361,0.011576,0,1.0891,,54.49626983
9,-16.847,1.7468,0,0.072121,-0.0042983,0,2.534,,16.93731736
9,-17.377,1.1961,0,0.07323,-0.0036786,0,2.4909,,17.41811655
9,-17.775,0.99657,0,0.074014,-0.0034941,0,2.4469,,17.80291484
9,-18.158,0.95342,0,0.07464,-0.0036183,2.95E-19,2.4018,,18.18301333
9,-18.639,0.99956,0,0.075162,-0.0040535,2.89E-19,2.3559,,18.66578263
9,-18.53,1.3684,0,0.075514,-0.0048992,0,2.3085,,18.58045797
9,-20.274,1.7097,0,0.075955,-0.0063985,2.77E-19,2.263,,20.34596152
9,-17.204,2.9682,0,0.075719,-0.0083109,2.69E-19,2.2067,,17.45817365
9,-21.849,5.4478,0,0.077042,-0.011254,0,2.1762,,22.51793343
9,-4.8748,32.015,0,0.05402,-0.012033,0,2.6855,,32.38400686
9,-4.8748,32.015,0,0.05402,-0.012033,0,2.6855,,32.38400686
9,-12.459,17.902,0,0.061027,-0.012111,0,2.6565,,21.81073784
9,-15.398,7.6966,0,0.064623,-0.0091092,3.21E-19,2.6221,,17.21441418
9,-17.173,3.9052,0,0.066791,-0.0062607,3.16E-19,2.5784,,17.6114314
9,-17.176,2.0142,0,0.067919,-0.0045902,0,2.5357,,17.29369763
9,-17.491,1.3598,0,0.068699,-0.0037992,0,2.4921,,17.54377773
9,-17.807,1.1405,0,0.069313,-0.0035323,0,2.4479,,17.84348591
9,-18.151,1.0867,0,0.069824,-0.0036018,0,2.4028,,18.18350125
9,-18.61,1.1098,0,0.070224,-0.0039779,0,2.3569,,18.64306187
9,-18.292,1.4428,0,0.070375,-0.0047517,0,2.3095,,18.34881293
9,-20.261,1.7711,0,0.070531,-0.006177,0,2.2652,,20.33826237
9,-16.207,3.2514,0,0.069588,-0.0080823,0,2.2078,,16.52992592
9,-20.264,6.1787,0,0.070618,-0.011163,0,2.1832,,21.18504259
9,-10.54,43.068,0,0.053935,-0.015037,0,2.7303,,44.33896959
9,-10.54,43.068,0,0.053935,-0.015037,0,2.7303,,44.33896959
9,-19.695,22.781,0,0.059901,-0.013757,0,2.6704,,30.11423228
9,-17.43,8.7232,0,0.061028,-0.0097691,0,2.6299,,19.49100096
9,-18.32,4.204,0,0.061827,-0.0064516,0,2.5817,,18.79617025
9,-17.554,2.1025,0,0.062203,-0.0045904,0,2.5374,,17.67946329
9,-17.608,1.4449,0,0.062616,-0.0037289,0,2.4934,,17.66718427
9,-17.838,1.2515,0,0.063045,-0.0034245,0,2.449,,17.88184823
9,-18.15,1.1973,0,0.063438,-0.0034508,0,2.4039,,18.18944824
9,-18.596,1.1879,0,0.063724,-0.003756,0,2.358,,18.6339025
9,-18.082,1.4471,0,0.063698,-0.0044222,0,2.3106,,18.13981319
9,-20.253,1.7178,0,0.063592,-0.0057027,0,2.2673,,20.32571883
9,-15.05,3.426,0,0.061941,-0.0075303,0,2.2089,,15.43502433
9,-18.403,6.8665,0,0.062645,-0.010676,-7.40E-19,2.191,,19.64228172
9,-18.718,55.555,0,0.053272,-0.017771,0,2.79,,58.62355797
9,-18.718,55.555,0,0.053272,-0.017771,0,2.79,,58.62355797
9,-29.858,27.443,0,0.057739,-0.014405,0,2.6862,,40.55389516
9,-19.857,8.8811,0,0.055909,-0.0095588,0,2.6381,,21.75257194
9,-19.564,3.9951,0,0.055249,-0.0061047,3.17E-19,2.5849,,19.96774699
9,-17.926,1.9637,0,0.054883,-0.0042716,0,2.5392,,18.03323581
9,-17.7,1.4319,0,0.054945,-0.0034527,0,2.4947,,17.75782469
9,-17.858,1.3241,0,0.055198,-0.00316,0,2.4502,,17.9070211
9,-18.157,1.288,0,0.055484,-0.0031586,2.95E-19,2.405,,18.20262599
9,-18.605,1.2377,0,0.055675,-0.0033865,-2.89E-19,2.3591,,18.64612363
9,-17.93,1.3685,0,0.055512,-0.0039156,0,2.3117,,17.98214927
9,-20.264,1.5193,0,0.055199,-0.0049794,2.78E-19,2.2692,,20.32087519
9,-13.722,3.4604,0,0.0529,-0.0066468,0,2.21,,14.15159539
9,-16.223,7.4859,0,0.053255,-0.0097649,7.37E-19,2.1995,,17.86685277
9,-30.233,70.376,0,0.051346,-0.019859,3.44E-19,2.8671,,76.59514126
9,-30.233,70.376,0,0.051346,-0.019859,3.44E-19,2.8671,,76.59514126
9,-43.821,31.694,0,0.053796,-0.013756,0,2.7026,,54.08132466
9,-22.535,7.5512,0,0.048804,-0.008373,-3.24E-19,2.6456,,23.76650682
9,-20.705,2.9666,0,0.046825,-0.0052091,2.64E-22,2.5877,,20.91644665
9,-18.207,1.522,0,0.045863,-0.0036403,-3.11E-19,2.5406,,18.27050445
9,-17.728,1.3206,0,0.045649,-0.0029718,0,2.496,,17.77711924
9,-17.852,1.3746,0,0.045762,-0.0027358,0,2.4515,,17.90484373
9,-18.168,1.3734,0,0.045958,-0.0027225,1.62E-22,2.4063,,18.21983676
9,-18.644,1.2714,0,0.04608,-0.0028735,2.89E-19,2.3603,,18.68730034
9,-17.882,1.1891,0,0.04584,-0.0032465,0,2.3128,,17.9214922
9,-20.324,1.0958,0,0.045407,-0.0040293,1.43E-22,2.2707,,20.35351944
9,-12.192,3.2875,0,0.042613,-0.0054404,0,2.2109,,12.62745106
9,-13.612,8.0984,0,0.042614,-0.0084107,0,2.2085,,15.838896
9,-46.672,90.831,0,0.0469,-0.020478,-3.44E-19,2.9666,,102.1202534
9,-46.672,90.831,0,0.0469,-0.020478,-3.44E-19,2.9666,,102.1202534
9,-63.338,35.415,0,0.046907,-0.011527,0,2.7172,,72.5666898
9,-25.176,3.2999,0,0.039159,-0.0062485,6.49E-19,2.6501,,25.39134333
9,-21.339,0.46869,0,0.036321,-0.0038412,-3.17E-19,2.5892,,21.34414654
9,-18.247,0.66386,0,0.03506,-0.0027439,-7.23E-23,2.5416,,18.25907224
9,-17.638,1.1504,0,0.034704,-0.0023036,3.06E-19,2.4972,,17.67547635
9,-17.801,1.4789,0,0.034728,-0.0021538,0,2.4529,,17.86232757
9,-18.18,1.5439,0,0.034859,-0.0021421,-2.95E-19,2.4076,,18.24543853
9,-18.72,1.3694,0,0.034938,-0.0022239,2.90E-19,2.3615,,18.77002015
9,-18.011,0.92032,0,0.034691,-0.0024392,0,2.3137,,18.03449777
9,-20.527,0.27382,0,0.034258,-0.0029039,-2.78E-19,2.2715,,20.52882623
9,-10.36,2.7745,0,0.031267,-0.0039488,0,2.2114,,10.72508509
9,-10.152,9.079,0,0.030941,-0.006601,-7.42E-19,2.2182,,13.61952073
9,-70.4,111.72,0,0.037623,-0.017539,0,3.1009,,132.0511961
9,-70.4,111.72,0,0.037623,-0.017539,0,3.1009,,132.0511961
9,-90.326,36.027,0,0.035238,-0.0076524,0,2.7248,,97.24572487
9,-27.046,-4.1784,0,0.026372,-0.0035624,-3.24E-19,2.6472,,27.36686212
9,-20.882,-3.2487,0,0.023555,-0.0022216,0,2.5881,,21.13319606
9,-17.847,-0.47424,0,0.022434,-0.001676,2.14E-23,2.5418,,17.85329977
9,-17.369,0.98761,0,0.022107,-0.0014742,-3.06E-19,2.4983,,17.39705534
9,-17.678,1.6836,0,0.022099,-0.0014126,0,2.4544,,17.75798955
9,-18.185,1.8494,0,0.022181,-0.0014093,-2.96E-19,2.4093,,18.27879934
9,-18.857,1.5633,0,0.022237,-0.0014382,1.90E-22,2.3629,,18.92169009
9,-18.389,0.63667,0,0.022054,-0.0015216,0,2.3147,,18.4000182
9,-21.047,-0.92323,0,0.021753,-0.0017011,-2.78E-19,2.2711,,21.06723908
9,-8.0796,1.782,0,0.019093,-0.002284,2.69E-19,2.2103,,8.273781491
9,-5.305,10.328,0,0.01856,-0.004298,7.39E-19,2.2295,,11.61079709
9,-96.514,60.186,0,0.019033,-0.0073435,0,3.2628,,113.7422823
9,-96.514,60.186,0,0.019033,-0.0073435,0,3.2628,,113.7422823
9,-115.62,17.463,0,0.015774,-0.002695,-2.69E-19,2.7186,,116.9313507
9,-27.297,-4.2777,0,0.0099611,-0.0010911,-2.61E-19,2.6356,,27.63014525
9,-19.589,-2.6215,0,0.0085166,-0.00069742,-2.55E-19,2.584,,19.76363285
9,-17.221,-0.52985,0,0.0080231,-0.00055817,5.02E-19,2.5413,,17.2291492
9,-17.092,0.45851,0,0.0078881,-0.00051171,-2.46E-19,2.4994,,17.09814889
9,-17.604,0.90393,0,0.0078868,-0.00050064,-2.42E-19,2.4563,,17.62719222
9,-18.258,1.0146,0,0.0079233,-0.0005013,2.37E-19,2.4113,,18.28616901
9,-19.057,0.83662,0,0.0079541,-0.00050509,-4.64E-19,2.3646,,19.07535536
9,-18.819,0.25231,0,0.0078853,-0.00051902,-2.27E-19,2.3155,,18.82069131
9,-21.587,-0.7892,0,0.0078102,-0.00054643,2.22E-19,2.2696,,21.60142138
9,-6.1274,0.57787,0,0.0064002,-0.00069731,-4.28E-19,2.2067,,6.154588897
9,-2.4835,5.4604,0,0.0060029,-0.0014481,5.91E-19,2.2424,,5.998644881
9,-96.514,60.186,0,0.019033,-0.0073435,0,3.2628,,113.7422823
9,-115.62,17.463,0,0.015774,-0.002695,-2.69E-19,2.7186,,116.9313507
9,-27.297,-4.2777,0,0.0099611,-0.0010911,-2.61E-19,2.6356,,27.63014525
9,-19.589,-2.6215,0,0.0085166,-0.00069742,-2.55E-19,2.584,,19.76363285
9,-17.221,-0.52985,0,0.0080231,-0.00055817,5.02E-19,2.5413,,17.2291492
9,-17.092,0.45851,0,0.0078881,-0.00051171,-2.46E-19,2.4994,,17.09814889
9,-17.604,0.90393,0,0.0078868,-0.00050064,-2.42E-19,2.4563,,17.62719222
9,-18.258,1.0146,0,0.0079233,-0.0005013,2.37E-19,2.4113,,18.28616901
9,-19.057,0.83662,0,0.0079541,-0.00050509,-4.64E-19,2.3646,,19.07535536
9,-18.819,0.25231,0,0.0078853,-0.00051902,-2.27E-19,2.3155,,18.82069131
9,-21.587,-0.7892,0,0.0078102,-0.00054643,2.22E-19,2.2696,,21.60142138
9,-6.1274,0.57787,0,0.0064002,-0.00069731,-4.28E-19,2.2067,,6.154588897
9,-2.4835,5.4604,0,0.0060029,-0.0014481,5.91E-19,2.2424,,5.998644881
9,-90.623,-51.413,0,0.019081,0.0065328,0,3.1799,,104.191289
9,-104.84,-12.668,0,0.014972,0.0017189,0,2.6883,,105.6025749
9,-23.869,5.7345,0,0.0095529,0.0003965,0,2.6172,,24.54819039
9,-17.882,3.0888,0,0.0083199,0.00011203,-1.59E-20,2.5713,,18.14680714
9,-16.534,0.9351,0,0.0079452,2.27E-05,-1.57E-20,2.5307,,16.56042173
9,-16.731,-0.016991,0,0.0078697,-5.84E-06,0,2.4899,,16.73100863
9,-17.247,-0.46255,0,0.0079027,-1.37E-05,0,2.4476,,17.25320149
9,-17.771,-0.71068,0,0.0079787,-1.74E-05,0,2.4039,,17.78520472
9,-18.278,-0.91476,0,0.0080852,-2.24E-05,0,2.3589,,18.3008762
9,-18.984,-1.1889,0,0.0082389,-3.00E-05,0,2.3127,,19.02119185
9,-19.372,-1.5546,0,0.008436,-3.81E-05,0,2.2643,,19.4342781
9,-19.543,-2.0709,0,0.0088195,-6.19E-05,0,2.2162,,19.65241654
9,-26.052,-2.7254,0,0.0090946,-5.58E-05,0,2.1672,,26.19416937
9,-69.63,-96.572,0,0.038234,0.01541,0,3.0386,,119.0566591
9,-83.34,-27.675,0,0.034127,0.0053088,0,2.7024,,87.81492598
9,-24.546,6.9919,0,0.025774,0.0016681,0,2.6302,,25.52239765
9,-19.235,4.4137,0,0.023201,0.00054271,1.97E-20,2.5761,,19.73489226
9,-17.167,1.4182,0,0.022283,0.00012107,-1.94E-20,2.532,,17.22548055
9,-17.029,-0.062843,0,0.02208,-3.16E-05,0,2.4896,,17.02911596
9,-17.402,-0.80877,0,0.022164,-8.73E-05,0,2.4466,,17.42078394
9,-17.878,-1.2507,0,0.022372,-0.00011536,0,2.4025,,17.92169452
9,-18.395,-1.6373,0,0.022674,-0.00014431,0,2.3572,,18.46772255
9,-19.164,-2.1503,0,0.023106,-0.00018682,0,2.3106,,19.28426006
9,-19.574,-2.8042,0,0.023675,-0.00024317,0,2.2614,,19.77384671
9,-19.865,-3.701,0,0.024701,-0.00034785,0,2.2127,,20.20682127
9,-26.555,-4.7986,0,0.025462,-0.00038733,0,2.1621,,26.98508082
9,-46.413,-80.15,0,0.04753,0.017843,0,2.9194,,92.61851364
9,-58.989,-29.377,0,0.045963,0.0084785,8.26E-20,2.7004,,65.89924317
9,-24.058,-0.73522,0,0.038682,0.003424,0,2.6349,,24.06923165
9,-20.109,1.0419,0,0.035981,0.0012204,0,2.5785,,20.13597369
9,-17.695,0.48452,0,0.034913,0.00027973,3.89E-20,2.5327,,17.70163226
9,-17.323,-0.16104,0,0.034695,-9.25E-05,0,2.4894,,17.32374852
9,-17.565,-0.61846,0,0.034848,-0.00024351,0,2.4459,,17.57588455
9,-18.001,-0.94401,0,0.035181,-0.00032401,-7.37E-20,2.4015,,18.02573593
9,-18.529,-1.2578,0,0.035655,-0.00040341,-7.23E-20,2.3559,,18.57164241
9,-19.363,-1.6628,0,0.036327,-0.00051684,0,2.3089,,19.43426543
9,-19.783,-2.145,0,0.03722,-0.00067934,-6.93E-20,2.2591,,19.89894756
9,-20.2,-2.7745,0,0.038763,-0.00092084,-6.74E-20,2.21,,20.38965057
9,-26.99,-3.5013,0,0.039934,-0.0011059,0,2.1581,,27.216157
9,-30.015,-62.696,0,0.051832,0.017079,0,2.8301,,69.51034916
9,-40.978,-27.218,0,0.053119,0.010315,-8.26E-20,2.6894,,49.19365821
9,-22.177,-5.2264,0,0.048535,0.0048594,8.06E-20,2.6326,,22.78452514
9,-19.84,-1.3161,0,0.046585,0.0018251,7.91E-20,2.5785,,19.88360428
9,-17.809,-0.27669,0,0.045764,0.00039861,0,2.5329,,17.81114927
9,-17.47,-0.28685,0,0.045673,-0.00020664,0,2.4892,,17.47235482
9,-17.672,-0.49835,0,0.045933,-0.00046771,0,2.4454,,17.67902533
9,-18.095,-0.71602,0,0.046385,-0.00061541,7.37E-20,2.4008,,18.10916093
9,-30.491,-0.8663,0,0.076751,-0.0060458,0,2.0216,,30.50330403
9,-33.524,-0.93975,0,0.079053,-0.0063708,-3.32E-19,1.9685,,33.53716902
9,-37.035,-0.95078,0,0.08156,-0.0065921,0,1.91,,37.04720243
9,-41.015,-0.87269,0,0.084212,-0.006672,-1.55E-19,1.8453,,41.02428321
9,-45.446,-0.67703,0,0.086912,-0.0065383,0,1.7735,,45.45104273
9,-50.521,-0.35078,0,0.089502,-0.0060771,1.40E-19,1.694,,50.52221776
